biz_date,category,region,store_code,forecast_qty,actual_qty,forecast_accuracy,oos_rate,inventory_turnover_days
2023-06-19,游戏机,华北,NC004,0,0,79.30,0.42,69
2023-06-20,化妆品,华南,SC004,0,0,67.94,1.95,134
2023-06-22,家具,华中,CC004,0,0,75.39,1.18,138
2023-06-22,游戏机,西南,SW004,0,0,84.17,2.39,123
2023-06-23,化妆品,华东,EC005,0,0,76.78,2.03,80
2023-06-23,家具,华北,NC005,0,0,81.43,4.40,69
2023-06-26,游戏机,华南,SC005,0,0,82.04,2.41,113
2023-06-27,化妆品,华中,CC005,0,0,57.61,1.08,75
2023-06-28,家具,西南,SW005,0,0,85.66,4.21,59
2023-06-28,游戏机,华东,EC006,0,0,54.70,1.15,131
2023-07-01,化妆品,华北,NC006,0,0,82.29,0.38,60
2023-07-02,家具,华南,SC006,0,0,82.76,2.25,82
2023-07-03,游戏机,华中,CC006,0,0,66.95,0.42,116
2023-07-03,化妆品,西南,SW006,0,0,80.35,2.58,67
2023-07-04,家具,华东,EC007,0,0,68.65,0.53,117
2023-07-04,游戏机,华北,NC007,0,0,66.11,2.83,127
2023-07-06,化妆品,华南,SC007,0,0,76.85,1.39,68
2023-07-09,家具,华中,CC007,0,0,88.41,3.31,112
2023-07-11,游戏机,西南,SW007,0,0,75.82,2.16,78
2023-07-11,化妆品,华东,EC008,0,0,76.80,3.40,54
2023-07-11,家具,华北,NC008,0,0,75.85,2.76,49
2023-07-13,游戏机,华南,SC008,0,0,76.56,3.27,86
2023-07-17,化妆品,华中,CC008,0,0,63.95,3.98,96
2023-07-18,家具,西南,SW008,0,0,81.03,6.51,74
2023-07-18,游戏机,华东,EC009,0,0,92.84,4.41,69
2023-07-23,化妆品,华北,NC009,0,0,85.97,3.29,71
2023-07-24,家具,华南,SC009,0,0,82.77,2.70,73
2023-07-25,游戏机,华中,CC009,0,0,76.01,2.00,85
2023-07-25,化妆品,西南,SW009,0,0,97.93,3.29,100
2023-07-25,家具,华东,EC010,0,0,89.25,1.21,96
2023-07-25,游戏机,华北,NC010,0,0,80.06,0.34,37
2023-07-27,化妆品,华南,SC010,0,0,87.70,0.46,48
2023-07-27,家具,华中,CC010,0,0,81.75,0.23,57
2023-07-27,游戏机,西南,SW010,0,0,65.29,2.48,121
2023-07-28,化妆品,华东,EC011,0,0,86.50,0.99,121
2023-07-28,家具,华北,NC011,0,0,85.88,3.71,43
2023-07-29,游戏机,华南,SC011,0,0,81.62,3.61,87
2023-07-30,化妆品,华中,CC011,0,0,83.25,3.51,77
2023-07-30,家具,西南,SW011,0,0,80.57,7.55,132
2023-08-05,游戏机,华东,EC012,0,0,52.67,3.42,133
2023-08-06,化妆品,华北,NC012,0,0,75.06,1.29,115
2023-08-08,家具,华南,SC012,0,0,77.72,0.91,69
2023-08-10,游戏机,华中,CC012,0,0,78.67,4.85,75
2023-08-10,化妆品,西南,SW012,0,0,90.48,1.22,60
2023-08-12,家具,华东,EC001,0,0,84.44,5.24,116
2023-08-16,游戏机,华北,NC001,0,0,74.08,1.07,139
2023-08-17,化妆品,华南,SC001,0,0,57.63,5.61,108
2023-08-17,家具,华中,CC001,0,0,93.40,2.31,117
2023-08-17,游戏机,西南,SW001,0,0,91.44,3.96,52
2023-08-19,化妆品,华东,EC002,0,0,86.56,0.52,107
2023-08-20,家具,华北,NC002,0,0,57.74,0.91,68
2023-08-20,游戏机,华南,SC002,0,0,78.24,0.86,45
2023-08-21,化妆品,华中,CC002,0,0,95.28,1.51,94
2023-08-21,家具,西南,SW002,0,0,90.30,2.48,36
2023-08-22,游戏机,华东,EC003,0,0,75.74,4.81,87
2023-08-22,化妆品,华北,NC003,0,0,89.02,0.80,56
2023-08-25,家具,华南,SC003,0,0,93.53,2.86,101
2023-08-26,游戏机,华中,CC003,0,0,72.47,1.23,83
2023-08-26,化妆品,西南,SW003,0,0,90.66,3.95,73
2023-08-28,家具,华东,EC004,0,0,78.14,3.71,72
2023-08-28,游戏机,华北,NC004,0,0,86.82,6.13,73
2023-08-28,化妆品,华南,SC004,0,0,81.46,0.72,103
2023-08-30,家具,华中,CC004,0,0,79.29,3.24,84
2023-08-30,游戏机,西南,SW004,0,0,70.38,2.38,75
2023-08-31,化妆品,华东,EC005,0,0,96.52,1.80,59
2023-09-01,家具,华北,NC005,0,0,96.12,1.11,56
2023-09-01,游戏机,华南,SC005,0,0,61.06,0.59,53
2023-09-02,化妆品,华中,CC005,0,0,80.75,1.44,61
2023-09-02,家具,西南,SW005,0,0,94.87,6.35,43
2023-09-04,游戏机,华东,EC006,0,0,83.49,1.06,36
2023-09-05,化妆品,华北,NC006,0,0,59.98,0.23,140
2023-09-05,家具,华南,SC006,0,0,89.80,2.11,27
2023-09-06,游戏机,华中,CC006,0,0,84.62,1.08,54
2023-09-07,化妆品,西南,SW006,0,0,84.28,2.44,111
2023-09-07,家具,华东,EC007,0,0,79.95,0.95,66
2023-09-09,游戏机,华北,NC007,0,0,81.78,2.02,112
2023-09-10,化妆品,华南,SC007,0,0,80.89,4.05,115
2023-09-10,家具,华中,CC007,0,0,97.43,1.74,23
2023-09-11,游戏机,西南,SW007,0,0,73.64,9.85,116
2023-09-11,化妆品,华东,EC008,0,0,76.92,2.23,74
2023-09-13,家具,华北,NC008,0,0,84.98,1.61,69
2023-09-16,游戏机,华南,SC008,0,0,93.19,1.07,111
2023-09-18,化妆品,华中,CC008,0,0,82.80,8.17,72
2023-09-19,家具,西南,SW008,0,0,83.98,0.95,69
2023-09-19,游戏机,华东,EC009,0,0,62.16,4.11,98
2023-09-19,化妆品,华北,NC009,0,0,71.35,2.68,80
2023-09-20,家具,华南,SC009,0,0,76.00,1.86,71
2023-09-22,游戏机,华中,CC009,0,0,80.88,2.19,82
2023-09-22,化妆品,西南,SW009,0,0,77.30,3.08,109
2023-09-22,家具,华东,EC010,0,0,83.67,2.72,106
2023-09-23,游戏机,华北,NC010,0,0,79.29,0.74,126
2023-09-24,化妆品,华南,SC010,0,0,87.48,2.33,127
2023-09-24,家具,华中,CC010,0,0,82.92,0.67,125
2023-09-25,游戏机,西南,SW010,0,0,84.18,2.10,52
2023-09-25,化妆品,华东,EC011,0,0,54.60,3.02,139
2023-09-26,家具,华北,NC011,0,0,83.31,0.92,56
2023-09-28,游戏机,华南,SC011,0,0,92.42,3.42,80
2023-09-28,化妆品,华中,CC011,0,0,65.07,8.08,134
2023-10-01,家具,西南,SW011,0,0,58.78,2.81,125
2023-10-01,游戏机,华东,EC012,0,0,94.94,1.05,29
2023-10-04,化妆品,华北,NC012,0,0,74.43,2.76,112
2023-10-05,家具,华南,SC012,0,0,52.67,1.43,157
2023-10-06,游戏机,华中,CC012,0,0,91.54,4.76,103
2023-10-07,化妆品,西南,SW012,0,0,79.64,2.77,58
2023-10-07,家具,华东,EC001,0,0,81.84,2.66,114
2023-10-08,游戏机,华北,NC001,0,0,93.91,0.55,61
2023-10-09,化妆品,华南,SC001,0,0,77.91,1.96,110
2023-10-09,家具,华中,CC001,0,0,92.05,2.31,59
2023-10-09,游戏机,西南,SW001,0,0,85.46,5.89,50
2023-10-10,化妆品,华东,EC002,0,0,72.98,2.89,85
2023-10-11,家具,华北,NC002,0,0,94.82,6.39,43
2023-10-13,游戏机,华南,SC002,0,0,96.86,3.11,45
2023-10-14,化妆品,华中,CC002,0,0,78.84,1.98,78
2023-10-14,家具,西南,SW002,0,0,82.37,0.46,67
2023-10-14,游戏机,华东,EC003,0,0,84.48,0.24,56
2023-10-15,化妆品,华北,NC003,0,0,63.23,10.51,114
2023-10-15,家具,华南,SC003,0,0,91.57,4.05,101
2023-10-16,游戏机,华中,CC003,0,0,98.68,0.99,54
2023-10-18,化妆品,西南,SW003,0,0,52.55,2.70,107
2023-10-19,家具,华东,EC004,0,0,57.93,1.81,124
2023-10-20,游戏机,华北,NC004,0,0,79.38,1.23,130
2023-10-20,化妆品,华南,SC004,0,0,95.58,0.79,51
2023-10-21,家具,华中,CC004,0,0,81.95,3.14,117
2023-10-21,游戏机,西南,SW004,0,0,79.13,1.54,76
2023-10-21,化妆品,华东,EC005,0,0,88.61,0.98,31
2023-10-22,家具,华北,NC005,0,0,93.73,3.99,54
2023-10-22,游戏机,华南,SC005,0,0,99.04,8.02,38
2023-10-23,化妆品,华中,CC005,0,0,84.13,2.56,54
2023-10-23,家具,西南,SW005,0,0,64.93,1.09,114
2023-10-23,游戏机,华东,EC006,0,0,73.35,4.29,83
2023-10-28,化妆品,华北,NC006,0,0,92.54,3.60,66
2023-10-30,家具,华南,SC006,0,0,88.63,3.34,41
2023-10-31,游戏机,华中,CC006,0,0,74.20,0.85,131
2023-10-31,化妆品,西南,SW006,0,0,98.58,2.83,53
2023-10-31,家具,华东,EC007,0,0,87.90,7.17,115
2023-11-01,游戏机,华北,NC007,0,0,93.94,8.54,65
2023-11-01,化妆品,华南,SC007,0,0,90.70,1.86,26
2023-11-04,家具,华中,CC007,0,0,72.68,4.37,146
2023-11-04,游戏机,西南,SW007,0,0,94.42,3.74,56
2023-11-05,化妆品,华东,EC008,0,0,63.10,5.57,82
2023-11-05,家具,华北,NC008,0,0,80.07,1.23,114
2023-11-09,游戏机,华南,SC008,0,0,83.07,0.80,128
2023-11-11,化妆品,华中,CC008,0,0,90.94,2.17,78
2023-11-11,家具,西南,SW008,0,0,82.98,1.25,56
2023-11-11,游戏机,华东,EC009,0,0,78.71,1.27,71
2023-11-11,化妆品,华北,NC009,0,0,85.58,0.75,35
2023-11-12,家具,华南,SC009,0,0,67.60,3.57,70
2023-11-12,游戏机,华中,CC009,0,0,78.77,2.69,79
2023-11-14,化妆品,西南,SW009,0,0,89.58,3.74,82
2023-11-14,家具,华东,EC010,0,0,81.47,6.91,119
2023-11-17,游戏机,华北,NC010,0,0,82.93,0.33,116
2023-11-18,化妆品,华南,SC010,0,0,86.07,0.29,28
2023-11-19,家具,华中,CC010,0,0,86.16,0.94,126
2023-11-20,游戏机,西南,SW010,0,0,87.01,3.37,75
2023-11-20,化妆品,华东,EC011,0,0,62.18,8.38,163
2023-11-20,家具,华北,NC011,0,0,83.80,0.97,98
2023-11-20,游戏机,华南,SC011,0,0,84.91,2.56,114
2023-11-23,化妆品,华中,CC011,0,0,78.37,1.67,78
2023-11-24,家具,西南,SW011,0,0,68.58,1.55,66
2023-11-25,游戏机,华东,EC012,0,0,84.09,2.05,83
2023-11-26,化妆品,华北,NC012,0,0,76.46,1.17,60
2023-11-29,家具,华南,SC012,0,0,77.57,2.24,69
2023-11-30,游戏机,华中,CC012,0,0,92.15,5.79,77
2023-11-30,化妆品,西南,SW012,0,0,56.93,1.31,140
2023-11-30,家具,华东,EC001,0,0,91.88,0.29,21
2023-12-03,游戏机,华北,NC001,0,0,77.13,0.79,115
2023-12-03,化妆品,华南,SC001,0,0,90.95,2.66,35
2023-12-04,家具,华中,CC001,0,0,90.54,4.39,113
2023-12-07,游戏机,西南,SW001,0,0,78.48,1.02,126
2023-12-12,化妆品,华东,EC002,0,0,55.54,2.43,145
2023-12-14,家具,华北,NC002,0,0,92.32,5.94,70
2023-12-14,游戏机,华南,SC002,0,0,88.40,1.28,64
2023-12-20,化妆品,华中,CC002,0,0,87.66,0.86,48
2023-12-21,家具,西南,SW002,0,0,89.10,4.81,131
2023-12-22,游戏机,华东,EC003,0,0,78.16,3.60,89
2023-12-23,化妆品,华北,NC003,0,0,77.46,5.08,74
2023-12-24,家具,华南,SC003,0,0,80.96,3.66,128
2023-12-25,游戏机,华中,CC003,0,0,75.11,3.97,83
2023-12-26,化妆品,西南,SW003,0,0,85.80,2.68,104
2023-12-26,家具,华东,EC004,0,0,83.41,2.18,70
2023-12-29,游戏机,华北,NC004,0,0,75.05,2.32,69
2023-12-30,化妆品,华南,SC004,0,0,58.70,3.62,129
2023-12-30,家具,华中,CC004,0,0,78.60,4.56,123
2023-12-31,游戏机,西南,SW004,0,0,81.36,2.75,135
2023-12-31,化妆品,华东,EC005,0,0,98.91,0.59,95
2024-01-03,家具,华北,NC005,0,0,92.00,1.63,45
2024-01-04,游戏机,华南,SC005,0,0,83.00,3.26,78
2024-01-04,化妆品,华中,CC005,0,0,93.18,4.06,131
2024-01-05,家具,西南,SW005,0,0,98.63,1.06,60
2024-01-06,游戏机,华东,EC006,0,0,74.08,1.60,88
2024-01-06,化妆品,华北,NC006,0,0,59.88,4.59,158
2024-01-08,家具,华南,SC006,0,0,77.64,0.39,126
2024-01-10,游戏机,华中,CC006,0,0,70.36,2.14,125
2024-01-10,化妆品,西南,SW006,0,0,97.81,0.99,22
2024-01-11,家具,华东,EC007,0,0,59.59,1.48,83
2024-01-14,游戏机,华北,NC007,0,0,57.82,6.73,111
2024-01-14,化妆品,华南,SC007,0,0,82.03,4.01,62
2024-01-15,家具,华中,CC007,0,0,78.64,4.07,86
2024-01-15,游戏机,西南,SW007,0,0,76.07,1.30,115
2024-01-21,化妆品,华东,EC008,0,0,93.09,1.69,93
2024-01-24,家具,华北,NC008,0,0,88.53,2.21,38
2024-01-25,游戏机,华南,SC008,0,0,91.19,1.99,49
2024-01-26,化妆品,华中,CC008,0,0,79.63,9.46,102
2024-01-26,家具,西南,SW008,0,0,84.25,2.25,38
2024-01-28,游戏机,华东,EC009,0,0,95.71,8.41,67
2024-01-28,化妆品,华北,NC009,0,0,78.79,1.68,104
2024-01-29,家具,华南,SC009,0,0,83.27,5.99,77
2024-01-29,游戏机,华中,CC009,0,0,55.56,2.19,61
2024-01-30,化妆品,西南,SW009,0,0,84.47,1.90,53
2024-01-30,家具,华东,EC010,0,0,81.57,2.88,71
2024-02-01,游戏机,华北,NC010,0,0,92.23,0.86,121
2024-02-01,化妆品,华南,SC010,0,0,86.34,4.30,70
2024-02-03,家具,华中,CC010,0,0,82.65,0.79,61
2024-02-04,游戏机,西南,SW010,0,0,63.62,3.93,124
2024-02-04,化妆品,华东,EC011,0,0,61.05,3.87,87
2024-02-06,家具,华北,NC011,0,0,97.10,1.32,31
2024-02-06,游戏机,华南,SC011,0,0,82.38,2.89,46
2024-02-08,化妆品,华中,CC011,0,0,94.52,1.78,96
2024-02-09,家具,西南,SW011,0,0,93.60,2.53,31
2024-02-12,游戏机,华东,EC012,0,0,91.59,1.52,49
2024-02-12,化妆品,华北,NC012,0,0,75.94,3.59,116
2024-02-12,家具,华南,SC012,0,0,88.48,4.09,43
2024-02-13,游戏机,华中,CC012,0,0,88.55,2.48,130
2024-02-15,化妆品,西南,SW012,0,0,92.56,0.51,32
2024-02-17,家具,华东,EC001,0,0,82.89,1.10,64
2024-02-18,游戏机,华北,NC001,0,0,89.60,0.51,98
2024-02-18,化妆品,华南,SC001,0,0,88.39,2.42,38
2024-02-20,家具,华中,CC001,0,0,98.16,4.69,33
2024-02-21,游戏机,西南,SW001,0,0,85.65,1.78,58
2024-02-21,化妆品,华东,EC002,0,0,98.99,0.31,25
2024-02-22,家具,华北,NC002,0,0,78.12,1.20,60
2024-02-22,游戏机,华南,SC002,0,0,81.11,1.71,116
2024-02-23,化妆品,华中,CC002,0,0,93.42,2.16,28
2024-02-24,家具,西南,SW002,0,0,57.49,4.66,69
2024-02-25,游戏机,华东,EC003,0,0,56.25,3.53,155
2024-02-28,化妆品,华北,NC003,0,0,84.76,1.52,38
2024-02-28,家具,华南,SC003,0,0,88.55,0.41,35
2024-02-29,游戏机,华中,CC003,0,0,59.29,1.67,92
2024-03-02,化妆品,西南,SW003,0,0,86.60,2.69,51
2024-03-05,家具,华东,EC004,0,0,71.11,1.02,111
2024-03-05,游戏机,华北,NC004,0,0,96.64,3.41,56
2024-03-08,化妆品,华南,SC004,0,0,82.59,1.04,106
2024-03-09,家具,华中,CC004,0,0,67.86,1.38,139
2024-03-09,游戏机,西南,SW004,0,0,77.19,1.05,112
2024-03-09,化妆品,华东,EC005,0,0,91.01,3.28,37
2024-03-10,家具,华北,NC005,0,0,84.70,1.72,60
2024-03-11,游戏机,华南,SC005,0,0,58.47,0.53,138
2024-03-12,化妆品,华中,CC005,0,0,78.60,4.86,73
2024-03-14,家具,西南,SW005,0,0,89.22,7.87,72
2024-03-17,游戏机,华东,EC006,0,0,76.89,5.94,74
2024-03-19,化妆品,华北,NC006,0,0,79.71,2.35,116
2024-03-20,家具,华南,SC006,0,0,82.07,4.23,140
2024-03-21,游戏机,华中,CC006,0,0,89.61,4.09,75
2024-03-23,化妆品,西南,SW006,0,0,84.12,2.16,132
2024-03-23,家具,华东,EC007,0,0,96.79,0.91,99
2024-03-23,游戏机,华北,NC007,0,0,80.95,2.68,36
2024-03-25,化妆品,华南,SC007,0,0,81.93,4.81,85
2024-03-28,家具,华中,CC007,0,0,62.99,1.47,53
2024-03-30,游戏机,西南,SW007,0,0,75.22,1.74,45
2024-04-03,化妆品,华东,EC008,0,0,77.92,2.36,85
2024-04-05,家具,华北,NC008,0,0,76.17,2.13,83
2024-04-05,游戏机,华南,SC008,0,0,73.22,2.40,83
2024-04-06,化妆品,华中,CC008,0,0,88.80,1.42,52
2024-04-10,家具,西南,SW008,0,0,90.50,1.01,118
2024-04-11,游戏机,华东,EC009,0,0,95.56,1.94,24
2024-04-13,化妆品,华北,NC009,0,0,75.87,0.41,55
2024-04-18,家具,华南,SC009,0,0,52.21,4.78,117
2024-04-19,游戏机,华中,CC009,0,0,83.95,1.92,126
2024-04-20,化妆品,西南,SW009,0,0,97.91,2.12,123
2024-04-21,家具,华东,EC010,0,0,94.33,7.30,52
2024-04-22,游戏机,华北,NC010,0,0,89.13,7.98,46
2024-04-24,化妆品,华南,SC010,0,0,63.91,0.42,95
2024-04-26,家具,华中,CC010,0,0,83.00,1.59,79
2024-04-27,游戏机,西南,SW010,0,0,92.53,7.03,45
2024-04-28,化妆品,华东,EC011,0,0,87.13,1.38,105
2024-04-28,家具,华北,NC011,0,0,86.52,1.79,105
2024-04-29,游戏机,华南,SC011,0,0,79.10,1.50,68
2024-05-03,化妆品,华中,CC011,0,0,82.92,3.85,121
2024-05-10,家具,西南,SW011,0,0,82.70,0.22,57
2024-05-11,游戏机,华东,EC012,0,0,84.71,2.35,103
2024-05-11,化妆品,华北,NC012,0,0,83.55,0.24,58
2024-05-12,家具,华南,SC012,0,0,75.14,1.85,79
2024-05-13,游戏机,华中,CC012,0,0,78.69,3.63,69
2024-05-15,化妆品,西南,SW012,0,0,54.67,4.43,103
2024-05-15,家具,华东,EC001,0,0,89.43,0.66,29
2024-05-17,游戏机,华北,NC001,0,0,80.29,1.31,38
2024-05-18,化妆品,华南,SC001,0,0,84.83,0.33,119
2024-05-20,家具,华中,CC001,0,0,80.69,3.55,140
2024-05-21,游戏机,西南,SW001,0,0,96.04,0.97,51
2024-05-21,化妆品,华东,EC002,0,0,56.56,0.69,92
2024-05-21,家具,华北,NC002,0,0,81.21,0.79,39
2024-05-23,游戏机,华南,SC002,0,0,79.16,2.66,80
2024-05-23,化妆品,华中,CC002,0,0,81.47,2.07,62
